project_id,project_name,project_type,total_value,cofinancing_value,regions,beneficiary_name,currency,country,years
1192,Budowa zintegrowanej sieci tras rowerowych w Województwie Małopolskim– Zadanie nr 3 EuroVelo11 (EV11)odc. Czchów (Zapora) do m. Wróblowice,"['cultural', 'environmental']",9959474.13,7298027.14,['małopolskie'],WOJEWÓDZTWO MAŁOPOLSKIE,PLN,Poland,2014-2020
1193,Rozwój infrastruktury lecznictwa uzdrowiskowego i turystyczno-rekreacyjnej w gminach uzdrowiskowych województwa Podkarpackiego.,['Other'],9222283.27,7293086.2,['podkarpackie'],GMINA RYMANÓW,PLN,Poland,2014-2020
1194,Budowa linii 110kV do stacji Korczowa oraz stacji 110/15kV Korczowa w celu przyłączenia odbiorców oraz źródeł energii odnawialnej z obszaru strefy przygranicznej przejścia granicznego Korczowa.,['power engineering'],26440990.51,7281092.36,['podkarpackie'],PGE DYSTRYBUCJA S.A.,PLN,Poland,2014-2020
1195,"Rewitalizacja obszarów zdegradowanych na terenie gminy i miasta Nisko w obszarze degradacji społecznej, technicznej, gospodarczej i przestrzenno – funkcjonalnej.",['revitalization'],15256050.7,7278731.19,['podkarpackie'],GMINA I MIASTO NISKO,PLN,Poland,2014-2020
1196,Przyjazna komunikacja w Czechowicach-Dziedzicach,['transport'],10809670.48,7262909.99,['śląskie'],PRZEDSIĘBIORSTWO KOMUNIKACJI MIEJSKIEJ W CZECHOWICACH-DZIEDZICACH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1197,Termomodernizacja budynku przy ul. Chodkiewicza 32 na potrzeby Komendy Miejskiej Policji w Bydgoszczy,['power engineering'],10256357.6,7262479.05,['kujawsko-pomorskie'],KOMENDA WOJEWÓDZKA POLICJI W BYDGOSZCZY,PLN,Poland,2014-2020
1198,Wielkopolska Onkologia Dziecięca - Wielkopolski Program Profilaktyczny w zakresie onkologii dziecięcej,['work and social development'],8521370.74,7243165.12,['wielkopolskie'],FUNDACJA POMOCY DZIECIOM Z CHOROBAMI NOWOTWOROWYMI W POZNANIU,PLN,Poland,2014-2020
1199,Zakup niskoemisyjnych autobusów do obsługi linii komunikacyjnych na terenie miasta Świdnica i gmin Świdnica i Marcinowice,['environmental'],10563265.83,7237344.53,['dolnośląskie'],MIEJSKIE PRZEDSIĘBIORSTWO KOMUNIKACYJNE ŚWIDNICA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1200,"Przebudowa, adaptacja i wyposażenie obiektu z przeznaczeniem na dom całodobowej opieki, dom dziennej opieki oraz na mieszkania wspomagane dla osób niesamodzielnych w Mosznej przez ASSISTANCA Sp. z o. o.",['work and social development'],13136578.76,7225118.21,['opolskie'],"""ASSISTANCA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PLN,Poland,2014-2020
1201,Podziemna Trasa Turystyczna w Przemyślu,['revitalization'],13020333.73,7216472.01,['podkarpackie'],GMINA MIEJSKA PRZEMYŚL,PLN,Poland,2014-2020
1202,Bliżej kultury. Cyfryzacja reprezentatywnych kolekcji jednego z najstarszych i największych muzeów w Polsce – Muzeum Narodowego w Krakowie dla e-kultury i e-edukacji,"['administration', 'telecommunication and e-commerce']",9368180.52,7196543.1,['projekt ogólnopolski'],MUZEUM NARODOWE W KRAKOWIE,PLN,Poland,2014-2020
1203,Modernizacja sali widowiskowej i sceny teatru z zapleczem oraz pomieszczeń socjalnych w Centrum Kultury Teatr w Grudziądzu,['cultural'],13260761.56,7170375.7,['kujawsko-pomorskie'],GMINA - MIASTO GRUDZIĄDZ,PLN,Poland,2014-2020
1204,Dolnośląski Ośrodek Medycyny Innowacyjnej – etap I,"['research and study', 'Other']",8461585.28,7161952.89,['dolnośląskie'],WOJEWÓDZKI SZPITAL SPECJALISTYCZNY WE WROCŁAWIU,PLN,Poland,2014-2020
1205,"Konserwacja i rewitalizacja pocysterskiego klasztoru w Trzebnicy – Pomnika Historii, celem poszerzenia oferty turystyczno-kulturalnej – Etap I",['cultural'],9200000.0,7150000.25,['dolnośląskie'],KONGREGACJA SIÓSTR MIŁOSIERDZIA ŚW. KAROLA BOROMEUSZA W TRZEBNICY,PLN,Poland,2014-2020
1206,Wdrożenie innowacyjnej technologii produkcji antybakteryjnego obuwia technicznego.,['research and study'],16033050.0,7149900.0,['lubelskie'],P.P.H.U ŁUKPOL SP Z O.O.,PLN,Poland,2014-2020
1207,Otwarte Narodowe. Digitalizacja i udostępnianie zbiorów Muzeum Narodowego w Warszawie,"['administration', 'telecommunication and e-commerce']",9602449.16,7148207.64,['projekt ogólnopolski'],MUZEUM NARODOWE W WARSZAWIE,PLN,Poland,2014-2020
1208,Aktywizacja zawodowa młodych Subregionu Tarnowskiego,['work and social development'],8479105.88,7146190.44,['małopolskie'],SPÓŁDZIELNIA SOCJALNA SERWIS,PLN,Poland,2014-2020
1209,Rozwój infrastruktury lecznictwa uzdrowiskowego i turystyczno – rekreacyjnej w Rymanowie Zdroju,['Other'],12701074.49,7140777.77,['podkarpackie'],GMINA RYMANÓW,PLN,Poland,2014-2020
1210,Renowacja i udostępnienie do zwiedzania wieży kościelnej oraz remont konserwatorski elewacji barokowego Zespołu Kościelno-klasztornego Sióstr Norbertanek w Imbramowicach,"['cultural', 'environmental']",10717495.11,7124370.93,['małopolskie'],KLASZTOR SIÓSTR NORBERTANEK,PLN,Poland,2014-2020
1211,Urządzenie RemmedVR do domowej terapii wzroku,['development of the corporations'],9894823.29,7113851.31,['kujawsko-pomorskie'],REMMEDVR SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,PLN,Poland,2014-2020
1212,STAJNIE PEGAZA. Konserwacja i remont Stajni Kubickiego na terenie Muzeum Łazienki Królewskie w Warszawie. Adaptacja obiektu do potrzeb ekspozycyjnych i edukacyjnych wraz z wprowadzeniem rozwiązań efektywnych energetycznie.,['cultural'],10964250.73,7105906.98,['mazowieckie'],MUZEUM ŁAZIENKI KRÓLEWSKIE W WARSZAWIE,PLN,Poland,2014-2020
1213,Utworzenie EKOparku przy ul. Gierdziejewskiego w Warszawie,['environmental'],9839542.09,7092563.2,['mazowieckie'],MIASTO ST. WARSZAWA,PLN,Poland,2014-2020
1214,Mobilni Żorzanie - systemowe rozwiązania w zakresie mobilności miejskiej,['transport'],12761525.29,7092336.1,['śląskie'],ŻORY - MIASTO NA PRAWACH POWIATU,PLN,Poland,2014-2020
1215,Rozbudowa i wyposażenie ogólnodostępnej infrastruktury uzdrowiskowej na terenie uzdrowiska Horyniec-Zdrój,['Other'],10190624.88,7073776.53,['podkarpackie'],GMINA HORYNIEC-ZDRÓJ,PLN,Poland,2014-2020
1216,Kolej przedsiębiorczości – rewitalizacja obiektów i przestrzeni dworca PKP i dawnego Młyna Elektrycznego w Żorach – etap II (Spółdzielnia Kultury).,['revitalization'],10826150.0,7073228.72,['śląskie'],ŻORY - MIASTO NA PRAWACH POWIATU,PLN,Poland,2014-2020
1217,Prace badawczo-rozwojowe nad opracowaniem Innowacyjnego Wstrzykiwacza Wielorazowego z funkcją monitorowania przebiegu terapii i łącznością bezprzewodową,['development of the corporations'],10323327.09,7061175.47,['zachodniopomorskie'],NEMERA SZCZECIN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1218,Poprawa efektywności energetycznej w budynkach Zakładu Karnego w Tarnowie.,['power engineering'],8360435.0,7043447.98,['małopolskie'],ZAKŁAD KARNY W TARNOWIE,PLN,Poland,2014-2020
1219,"„Budowa infrastruktury do wykonywania zadań z zakresu kultury, turystyki i rekreacji w powiecie opatowskim”",['tourism'],8487345.79,7011633.21,['świętokrzyskie'],POWIAT OPATOWSKI,PLN,Poland,2014-2020
1220,Rozwój przestrzeni publicznej poprzez przywrócenie funkcji integracyjnych i rekreacyjnych Parku Miejskiego i jego otoczenia wraz z poprawą funkcjonalności komunikacyjnej w obrębie parku,['revitalization'],14235325.83,7010182.71,['warmińsko-mazurskie'],GMINA RESZEL,PLN,Poland,2014-2020
1221,Stacja Biblioteka - rewitalizacja zabytkowego budynku dworca kolejowego w Rudzie Śląskiej,['revitalization'],8501869.2,7001197.22,['śląskie'],MIASTO RUDA ŚLĄSKA,PLN,Poland,2014-2020
1222,Nowa generacja zaworów dla lotniczych układów hydraulicznych,['research and study'],10292000.0,7000000.0,['podkarpackie'],DOMIN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWO-AKCYJNA,PLN,Poland,2014-2020
1223,Uruchomienie produkcji opakowań o zmniejszonej gramaturze oraz nowych właściwościach estetycznych dzięki wdrożeniu prac B+R,['research and study'],13222500.0,7000000.0,['podkarpackie'],INTERPLASTIK SP. Z O.O.,PLN,Poland,2014-2020
1224,"PVGLASS+ wdrożenie do produkcji fotonicznej, wielofunkcyjnej szyby zespolonej",['research and study'],12300000.0,7000000.0,['podkarpackie'],ML SYSTEM S.A.,PLN,Poland,2014-2020
1225,Wdrożenie innowacyjnej technologii w nowej generacji przepustnic mimośrodowych o podwyższonych parametrach eksploatacyjno-użytkowych.,['research and study'],14349180.0,6999600.0,['podkarpackie'],"FABRYKA ARMATUR ""JAFAR"" SPÓŁKA AKCYJNA",PLN,Poland,2014-2020
1226,Innowacyjna metoda leczenia chorych z przewlekłą okluzją tętnic wieńcowych,['research and study'],10100000.0,6999300.0,['lubelskie'],"OŚRODEK KARDIOLOGII INWAZYJNEJ ""IKARDIA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PLN,Poland,2014-2020
1227,Wdrożenie wyników prac badawczo-rozwojowych sposobem na wprowadzenie innowacji produktowej w ANTEX II Sp.z o.o.,['research and study'],14347089.0,6998580.0,['lubelskie'],ANTEX II SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1228,Innowacyjne energooszczędne okno jako efekt wdrożenia wyników prac badawczo – rozwojowych.,['research and study'],17216187.0,6998450.0,['warmińsko-mazurskie'],"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWE ""PLASTIMET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PLN,Poland,2014-2020
1229,Wdrożenie wyników prac B+R umożliwiające produkcję wysoce innowacyjnych opakowań tekturowych związanych z przedmiotem działalności ARMAKLASTER,['research and study'],10230000.0,6998000.0,['podlaskie'],ARMAPAK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚIĄ SPÓŁKA KOMANDYTOWA,PLN,Poland,2014-2020
1230,Wdrożenie innowacji produktowej w Rejonie Budowy Dróg i Mostów w Krośnie Sp. z o.o.,['research and study'],14289051.59,6973561.48,['podkarpackie'],REJON BUDOWY DRÓG I MOSTÓW W KROŚNIE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1231,By-PAS Bytomska Pracownia Aktywności Społecznej,['work and social development'],8195845.0,6966468.25,['śląskie'],BYTOM - MIASTO NA PRAWACH POWIATU,PLN,Poland,2014-2020
1232,Wdrożenie innowacji produktowej w Przedsiębiorstwie Wielobranżowym SADEX Janusz Sadlik,['research and study'],14268000.0,6960000.0,['lubelskie'],"PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""SADEX"" JANUSZ SADLIK",PLN,Poland,2014-2020
1233,MODERNIZACJA OCZYSZCZALNI ŚCIEKÓW W GRYFOWIE ŚLĄSKIM,['environmental'],10036690.58,6958309.37,['dolnośląskie'],GMINA GRYFÓW ŚLĄSKI,PLN,Poland,2014-2020
1234,Budowa trasy rowerowej EuroVelo11 na terenie Gminy Proszowice – odcinek Proszowice - Łaganów,"['cultural', 'environmental']",7315274.08,6949510.38,['małopolskie'],WOJEWÓDZTWO MAŁOPOLSKIE,PLN,Poland,2014-2020
1235,Zintegrowany program kształcenia i rozwoju Akademii Wychowania Fizycznego we Wrocławiu,['education'],8243054.39,6947246.24,['projekt ogólnopolski'],AKADEMIA WYCHOWANIA FIZYCZNEGO IM. POLSKICH OLIMPIJCZYKÓW WE WROCŁAWIU,PLN,Poland,2014-2020
1236,"Zakup niskoemisyjnych autobusów CNG wraz z dostosowaniem zaplecza technicznego, integracja różnych środków transportu i poprawa jakości obsługi podróżnych, budowa i modernizacja telematycznych systemów zarządzania ruchem w celu usprawnienia poruszania się pojazdów komunikacji miejskiej.",['transport'],10647826.51,6944925.0,['małopolskie'],MIEJSKIE PRZEDSIĘBIORSTWO KOMUNIKACYJNE SPÓŁKA Z O.O. W TARNOWIE,PLN,Poland,2014-2020
1237,Konserwacja unikatowych w skali światowej zabytków związanych z historią Krakowskiej Kapituły Metropolitalnej oraz udostępnienie ich w przestrzeni wystawienniczej w postaci interaktywnej multimedialnej ekspozycji dostosowanej do potrzeb różnorodnych grup docelowych.,"['cultural', 'environmental']",10209116.04,6934904.91,['małopolskie'],UNIWERSYTET PAPIESKI JANA PAWŁA II W KRAKOWIE,PLN,Poland,2014-2020
1238,Wzrost konkurencyjności firmy poprzez wprowadzenie na rynek nowego produktu,['research and study'],11205650.0,6933500.0,['warmińsko-mazurskie'],P.P.H.U. ASIA DOROTA TRZCIŃSKA,PLN,Poland,2014-2020
1239,Budowa żłobka i przedszkola w Jelczu-Laskowicach jako demonstracyjnego budynku użyteczności publicznej.,['power engineering'],8888218.32,6933108.36,['dolnośląskie'],GMINA JELCZ-LASKOWICE,PLN,Poland,2014-2020
1240,„Kształtowanie kompetencji kluczowych na potrzeby rynku pracy na obszarze MOF Gorzowa Wlkp.”,['education'],8154944.69,6931702.98,['lubuskie'],MIASTO GORZÓW WIELKOPOLSKI,PLN,Poland,2014-2020
1241,Trampolina do przyszłości,['work and social development'],8200318.22,6911228.2,['małopolskie'],INTERKADRA SP. Z O. O.,PLN,Poland,2014-2020
1242,Kielecki Kreator Przedsiębiorczości,"['work and social development', 'development of the corporations']",8121719.1,6903461.23,['świętokrzyskie'],AKADEMIA PRZEDSIĘBIORCZOŚCI SP. Z O. O.,PLN,Poland,2014-2020
1243,Poprawa jakości diagnostyki obrazowej w celu zwiększenia efektywności leczenia nowotworów złośliwych w Opolskim Centrum Onkologii im. prof. Tadeusza Koszarowskiego w Opolu.,['work and social development'],8116292.89,6898848.95,['opolskie'],SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ OPOLSKIE CENTRUM ONKOLOGII IM. PROF. TADEUSZA KOSZAROWSKIEGO W OPOLU.,PLN,Poland,2014-2020
1244,Przebudowa rowu RC-1 oraz budowa zbiornika wodnego w celu przystosowania do odbioru wód opadowych z odcinka drogi krajowej nr 25 w Kaliszu,['environmental'],15667798.65,6895093.98,['wielkopolskie'],MIASTO KALISZ,PLN,Poland,2014-2020
1245,"Budowa zintegrowanej sieci tras rowerowych w Województwie Małopolskim – Zadanie nr 3 EuroVelo 11, odcinek Barcice-Wielogłowy z podziałem na 4 zadania","['cultural', 'environmental']",10018386.38,6889782.45,['małopolskie'],WOJEWÓDZTWO MAŁOPOLSKIE,PLN,Poland,2014-2020
1246,Kompleksowa termomodernizacja budynków Szpitala Wojewódzkiego w Poznaniu,['power engineering'],14224389.23,6882143.08,['wielkopolskie'],SZPITAL WOJEWÓDZKI W POZNANIU,PLN,Poland,2014-2020
1247,Opracowanie innowacyjnego robota do zautomatyzowanej neurorehabilitacji dłoni i terapii zajęciowej wykorzystującego elektromiografię,['development of the corporations'],9514628.72,6882073.78,['śląskie'],EGZOTECH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZILNOSCIĄ,PLN,Poland,2014-2020
1248,Wzrost konkurencyjności firmy Bloober Team S. A. dzięki inwestycji w nowoczesną infrastrukturę umożliwiającą tworzenie innowacyjnych gier powstałych w wyniku zrealizowanych prac badawczych.,['development of the corporations'],15373228.8,6874208.0,['małopolskie'],BLOOBER TEAM S. A.,PLN,Poland,2014-2020
1249,"""Dom Seniora w Pawłowicach - utworzenie 2 placówek zapewniających całodobową opiekę w ramach domu opieki oraz mieszkań wspieranych""",['work and social development'],12496683.02,6865583.56,['opolskie'],"EWA GODYLA PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""EWA""",PLN,Poland,2014-2020
1250,"EDUKACJA I PARTNERSTWO BEZ BARIER - upowszechnienie i zapewnienie wysokiej jakości edukacji przedszkolnej poprzez utworzenie nowych miejsc wychowania przedszkolnego, organizację dodatkowych zajęć edukacyjnych dla dzieci oraz podnoszenie kwalifikacji nauczycieli w 16 wybranych placówkach na terenie WrOF (Wrocław, Kobierzyce, Sobótka, Miękinia, Oborniki Śląskie i Długołęka)",['education'],8073394.18,6862385.05,['dolnośląskie'],GMINA WROCŁAW,PLN,Poland,2014-2020
1251,Opracowanie zindywidualizowanych implantów biodegradowalnych do zabiegów rekonstrukcji kości,['development of the corporations'],7933217.18,6859093.27,"['dolnośląskie', ' łódzkie', ' wielkopolskie']",SYNTPLANT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1252,„Wdrożenie ekologicznej technologii produkcji regranulatu APCG PE wykorzystującej tworzywa sztuczne pozyskane z recyklingu”,['research and study'],12035815.13,6849850.0,['lubelskie'],AKPOL ADAM KUŚ,PLN,Poland,2014-2020
1253,Digitalizacja zasobów będących w posiadaniu Polskiego Wydawnictwa Muzycznego,"['administration', 'telecommunication and e-commerce']",8308630.53,6841065.04,['projekt ogólnopolski'],POLSKIE WYDAWNICTWO MUZYCZNE,PLN,Poland,2014-2020
1254,"PRZEBUDOWA WRAZ Z ROZBUDOWĄ I WYPOSAŻENIEM POMIESZCZEŃ W PAWILONIE D SZPITALA CHORÓB PŁUC IM. BŁ. O. RAFAŁA CHYLIŃSKIEGO W ŁODZI DLA POTRZEB REHABILITACJI PULMONOLOGICZNEJ PACJENTÓW, W TYM DLA PACJENTÓW PO PRZEBYTYM COVID-19",['Other'],6988772.89,6832944.13,['łódzkie'],WOJEWÓDZKI ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ CENTRUM LECZENIA CHORÓB PŁUC I REHABILITACJI W ŁODZI,PLN,Poland,2014-2020
1255,Kompetencje zawodowe inwestycją w przyszłość powiatu lęborskiego,['education'],8009118.91,6807751.07,['pomorskie'],POWIAT LĘBORSKI,PLN,Poland,2014-2020
1256,Termomodernizacja obiektów użyteczności publicznej na terenie Subregionu Południowego – Etap II,['power engineering'],15789140.03,6788270.0,['opolskie'],POWIAT NYSKI,PLN,Poland,2014-2020
1257,Wykonanie wystawy stałej i zakup wyposażenia na potrzeby Muzeum Pamięci Sybiru,['cultural'],12994322.3,6783630.07,['podlaskie'],MUZEUM PAMIĘCI SYBIRU,PLN,Poland,2014-2020
1258,Wdrożenie innowacji przez firmę PPHU Mariola Sp. z o.o. Okna z okładziną zewnętrzną,['research and study'],14961450.98,6776268.76,['podlaskie'],"PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""MARIOLA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PLN,Poland,2014-2020
1259,"""Aktywizacja osób bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym Urzędzie Pracy w Piekarach Śląskich (IV)""",['work and social development'],7967848.87,6772671.54,['śląskie'],MIASTO PIEKARY ŚLĄSKIE/ POWIATOWY URZĄD PRACY W PIEKARACH ŚLĄSKICH,PLN,Poland,2014-2020
1260,WYKORZYSTANIE WALORÓW PRZYRODNICZYCH I KULTUROWYCH DO ROZWOJU GOSPODARKI TURYSTYCZNEJ W GMINIE SŁAWNO,['tourism'],9748817.97,6760407.44,['łódzkie'],GMINA SŁAWNO,PLN,Poland,2014-2020
1261,Uczelnia bliżej biznesu - Kompleksowy Program Rozwoju Wyższej Szkoły Finansów i Zarządzania w Warszawie,['education'],7938315.11,6690411.97,['projekt ogólnopolski'],AKADEMIA EKONOMICZNO-HUMANISTYCZNA W WARSZAWIE,PLN,Poland,2014-2020
1262,Rowerem przez Miasto - budowa dróg rowerowych i ciągów pieszo-rowerowych w Świdnicy sposobem na wdrożenie strategii niskoemisyjnej,['environmental'],8022127.85,6687451.3,['dolnośląskie'],GMINA MIASTO ŚWIDNICA,PLN,Poland,2014-2020
1263,Zwiększenie dostępności do wysokiej jakości usług zdrowotnych w zakresie diagnostyki i leczenia chorób cywilizacyjnych poprzez utworzenie i wyposażenie Oddziału Hematologii w Szpitalach Pomorskich Sp. z o.o.,['Other'],9717047.66,6687120.3,['pomorskie'],SZPITALE POMORSKIE SP. Z O.O.,PLN,Poland,2014-2020
1264,Poprawa dostępności oraz jakości usług rehabilitacji leczniczej w województwie podlaskim - otwarcie nowoczesnego ośrodka rehabilitacyjnego w SP ZOZ Wojewódzkim Szpitalu Zespolonym im. J. Śniadeckiego w Białymstoku,['work and social development'],11046438.51,6685750.26,['podlaskie'],SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ WOJEWÓDZKI SZPITAL ZESPOLONY IM. JĘDRZEJA ŚNIADECKIEGO W BIAŁYMSTOKU,PLN,Poland,2014-2020
1265,Przebudowa i remont zabytkowego budynku Akademii Muzycznej im. I. J. Paderewskiego w Poznaniu,['revitalization'],16398361.57,6682647.27,['wielkopolskie'],AKADEMIA MUZYCZNA IM. I. J. PADEREWSKIEGO W POZNANIU,PLN,Poland,2014-2020
1266,"Poprawa dostępności do węzłów autostrady A4 Gogolin i Olszowa. Etap III. Zadanie 4. ""Rozbudowa drogi wojewódzkiej nr 901 na odcinku Olesno - Nowy Wachów od km 0+045 do km 4+725"".",['transport'],7856652.7,6678154.79,['opolskie'],WOJEWÓDZTWO OPOLSKIE,PLN,Poland,2014-2020
1267,Rozwój gospodarki ściekowej w Gminie Solina – rozbudowa oczyszczalni ścieków oraz budowa kanalizacji ściekowej w aglomeracji Solina.,['environmental'],11484002.62,6676408.1,['podkarpackie'],GMINA SOLINA,PLN,Poland,2014-2020
1268,Program Centrum - etap II - budowa trasy tramwajowej wraz z uspokojeniem ruchu samochodowego w ulicy Ratajczaka - Faza I,['transport'],29857506.57,6669588.43,['wielkopolskie'],MIASTO POZNAŃ,PLN,Poland,2014-2020
1269,Krynica Morska – rozbudowa pirsu pasażerskiego w morskim porcie rybackim.,['tourism'],9792691.42,6656521.51,['pomorskie'],DYREKTOR URZĘDU MORSKIEGO W GDYNI,PLN,Poland,2014-2020
1270,Centrum Projektowe Zaawansowanych Technologii Lekkich,['Other'],8924036.09,6649892.08,['opolskie'],POLITECHNIKA OPOLSKA,PLN,Poland,2014-2020
1271,Kompleksowa rewitalizacja centrum Łap poprzez budowę budynku na cele kulturalno-edukacyjne przy ul. Głównej 8 oraz przebudowę Placu Niepodległości w Łapach,['Other'],13895398.57,6638317.97,['podlaskie'],GMINA ŁAPY,PLN,Poland,2014-2020
1272,"Otwarta Zachęta. Digitalizacja i udostępnienie polskich zasobów sztuki współczesnej ze zbiorów Zachęty - Narodowej Galerii Sztuki oraz budowa narzędzi informatycznych, rozwój kompetencji kadr kultury, animacja i promocja służące wykorzystaniu i przetwarzaniu cyfrowych zasobów kultury w celach edukacyjnych, naukowych i twórczych.","['administration', 'telecommunication and e-commerce']",7834688.1,6630496.31,['projekt ogólnopolski'],ZACHĘTA - NARODOWA GALERIA SZTUKI,PLN,Poland,2014-2020
1273,Wsparcie procesu wdrażania reformy wprowadzającej nowy model systemu ochrony zdrowia psychicznego dla dzieci i młodzieży,['Other'],7859999.99,6615761.99,['projekt ogólnopolski'],MINISTER WŁAŚCIWY DS. ZDROWIA - DEPARTAMENT ZDROWIA PUBLICZNEGO (DAWNIEJ: DEPARTAMENT ZDROWIA PUBLICZNEGO I RODZINY),PLN,Poland,2014-2020
1274,"Wyposażenie Akademii Muzycznej im. Karola Szymanowskiego w Katowicach w mistrzowskiej klasy instrumenty muzyczne, w celu wprowadzenia nowej, najwyższej jakości oferty kulturalnej",['cultural'],9526463.59,6602624.18,['śląskie'],AKADEMIA MUZYCZNA IM. KAROLA SZYMANOWSKIEGO W KATOWICACH,PLN,Poland,2014-2020
1275,"Ropa – Etap 1 - budowa lewego obwałowania rzeki Ropy na terenie miejscowości Trzcinica, gm. Jasło oraz Przysieki, Siedliska Sławęcińskie, Pusta Wola, gm. Skołyszyn, woj. podkarpackie",['security'],9716470.52,6598550.82,['podkarpackie'],PAŃSTWOWE GOSPODARSTWO WODNE WODY POLSKIE KRAJOWY ZARZĄD GOSPODARKI WODNEJ,PLN,Poland,2014-2020
1276,Kompleksowa termomodernizacja budynków żłobków i przedszkoli publicznych Miasta Kalisza.,['power engineering'],9922679.77,6594995.38,['wielkopolskie'],MIASTO KALISZ,PLN,Poland,2014-2020
1277,"Budowa ciągu pieszo-rowerowego Gołanice, Jezierzyce Kościelne, Włoszakowice wraz z organizacją miejsc przesiadkowych na terenie Powiatu Leszczyńskiego w ramach zadania Ograniczenie niskiej emisji na terenie Aglomeracji Leszczyńskiej","['environmental', 'transport']",10214230.35,6593677.74,['wielkopolskie'],POWIAT LESZCZYŃSKI,PLN,Poland,2014-2020
1278,Lotnicze Centrum Wdrożeń Ogniw Paliwowych oraz Nowoczesnych Ceramicznych Materiałów Konstrukcyjnych,['Other'],11485954.35,6592945.39,['podkarpackie'],"INSTYTUT ENERGETYKI - ODDZIAŁ CERAMIKI ""CEREL"" W BOGUCHWALE",PLN,Poland,2014-2020
1279,Budowa szkoły podstawowej w ramach Zespołu Szkolno-Przedszkolnego na osiedlu Stabłowice we Wrocławiu,['education'],22472714.17,6586652.98,['dolnośląskie'],GMINA WROCŁAW,PLN,Poland,2014-2020
1280,Wdrożenie technologii obróbki okrągłego drewna iglastego z zastosowaniem wielosekcyjnej manipulacji oraz modyfikacji termicznej.,['research and study'],16346531.75,6583650.0,['podlaskie'],KONAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1281,Magazyn studyjny dla Muzeum sztuki w Łodzi- budynek J,['cultural'],9845097.18,6577249.31,['łódzkie'],MUZEUM SZTUKI W ŁODZI,PLN,Poland,2014-2020
1282,Wdrożenie wyników prac B+R w spółce poprzez uruchomienie produkcji nowego systemu wystawienniczego,['research and study'],12877200.0,6571800.0,['mazowieckie'],"POLIGRAFIA KŁYSZEWSKI, POŁOSAK SP.J.",PLN,Poland,2014-2020
1283,Budowa oczyszczalni ścieków i odcinka kanalizacji sanitarnej od Podlesic do oczyszczalni ścieków w Kostkowicach (etap I),['environmental'],9885000.72,6567933.27,['śląskie'],GMINA KROCZYCE,PLN,Poland,2014-2020
1284,Aktywizacja osób młodych pozostających bez pracy w powiecie poznańskim (I),['work and social development'],7792677.0,6567668.18,['wielkopolskie'],POWIAT POZNAŃSKI/POWIATOWY URZĄD PRACY W POZNANIU,PLN,Poland,2014-2020
1285,Opracowanie zintegrowanego systemu umożliwiającego precyzyjną kontrolę mikroklimatu w dużych obiektach użytkowych w celu spełnienia wymagań dotyczących budynków o niemal zerowym zapotrzebowaniu na energię (nZEB).,['development of the corporations'],13921601.81,6567251.78,['małopolskie'],FRAPOL SP. Z O.O.,PLN,Poland,2014-2020
1286,Rozbudowa systemu tras rowerowych w gminie Oborniki - odcinek od Stobnicy do Obornik wraz z infrastrukturą rowerową i oświetleniem,"['environmental', 'transport']",8006830.98,6564759.53,['wielkopolskie'],GMINA OBORNIKI,PLN,Poland,2014-2020
